"Date","Year","Month","Week","Disease","Cases","URL","Country","Method","PopulationRaw","Population","PopulationCountry","CasesRaw","RawIncidence","OfficialAnnualCases","AnnualCaseSource","AnnualCaseNotes","AnnualRawCases","AdjustmentFactor","AnalysisCases","AnalysisIncidence","Incidence"
2019-05-01,2019,5,NA,"Pertussis",115,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",115,2.30488520419028,NA,"Reporting-interval sum","",1268,1,115,2.30488520419028,2.30488520419028
2019-06-01,2019,6,NA,"Pertussis",78,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",78,1.5633134428421,NA,"Reporting-interval sum","",1268,1,78,1.5633134428421,1.5633134428421
2019-07-01,2019,7,NA,"Pertussis",88,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",88,1.76373824320648,NA,"Reporting-interval sum","",1268,1,88,1.76373824320648,1.76373824320648
2019-08-01,2019,8,NA,"Pertussis",67,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",67,1.34284616244129,NA,"Reporting-interval sum","",1268,1,67,1.34284616244129,1.34284616244129
2019-09-01,2019,9,NA,"Pertussis",70,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",70,1.40297360255061,NA,"Reporting-interval sum","",1268,1,70,1.40297360255061,1.40297360255061
2019-10-01,2019,10,NA,"Pertussis",62,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",62,1.24263376225911,NA,"Reporting-interval sum","",1268,1,62,1.24263376225911,1.24263376225911
2019-11-01,2019,11,NA,"Pertussis",71,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",71,1.42301608258704,NA,"Reporting-interval sum","",1268,1,71,1.42301608258704,1.42301608258704
2019-12-01,2019,12,NA,"Pertussis",58,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2019/","NZ","Interpolation",4989402.5,49.894025,"New Zealand",58,1.16246384211336,NA,"Reporting-interval sum","",1268,1,58,1.16246384211336,1.16246384211336
2020-01-01,2020,1,NA,"Pertussis",40,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",40,0.788970974744053,NA,"Reporting-interval sum","",188,1,40,0.788970974744053,0.788970974744053
2020-02-01,2020,2,NA,"Pertussis",56,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",56,1.10455936464167,NA,"Reporting-interval sum","",188,1,56,1.10455936464167,1.10455936464167
2020-03-01,2020,3,NA,"Pertussis",33,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",33,0.650901054163844,NA,"Reporting-interval sum","",188,1,33,0.650901054163844,0.650901054163844
2020-04-01,2020,4,NA,"Pertussis",7,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",7,0.138069920580209,NA,"Reporting-interval sum","",188,1,7,0.138069920580209,0.138069920580209
2020-05-01,2020,5,NA,"Pertussis",7,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",7,0.138069920580209,NA,"Reporting-interval sum","",188,1,7,0.138069920580209,0.138069920580209
2020-06-01,2020,6,NA,"Pertussis",7,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",7,0.138069920580209,NA,"Reporting-interval sum","",188,1,7,0.138069920580209,0.138069920580209
2020-07-01,2020,7,NA,"Pertussis",10,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",10,0.197242743686013,NA,"Reporting-interval sum","",188,1,10,0.197242743686013,0.197242743686013
2020-08-01,2020,8,NA,"Pertussis",4,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",4,0.0788970974744053,NA,"Reporting-interval sum","",188,1,4,0.0788970974744053,0.0788970974744053
2020-09-01,2020,9,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",2,0.0394485487372026,NA,"Reporting-interval sum","",188,1,2,0.0394485487372026,0.0394485487372026
2020-10-01,2020,10,NA,"Pertussis",3,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",3,0.059172823105804,NA,"Reporting-interval sum","",188,1,3,0.059172823105804,0.059172823105804
2020-11-01,2020,11,NA,"Pertussis",8,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",8,0.157794194948811,NA,"Reporting-interval sum","",188,1,8,0.157794194948811,0.157794194948811
2020-12-01,2020,12,NA,"Pertussis",11,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2020/","NZ","Interpolation",5069895,50.69895,"New Zealand",11,0.216967018054615,NA,"Reporting-interval sum","",188,1,11,0.216967018054615,0.216967018054615
2021-01-01,2021,1,NA,"Pertussis",6,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",6,0.117469783100856,NA,"Reporting-interval sum","",62,1,6,0.117469783100856,0.117469783100856
2021-02-01,2021,2,NA,"Pertussis",8,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",8,0.156626377467808,NA,"Reporting-interval sum","",62,1,8,0.156626377467808,0.156626377467808
2021-03-01,2021,3,NA,"Pertussis",10,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",10,0.19578297183476,NA,"Reporting-interval sum","",62,1,10,0.19578297183476,0.19578297183476
2021-04-01,2021,4,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",2,0.0391565943669519,NA,"Reporting-interval sum","",62,1,2,0.0391565943669519,0.0391565943669519
2021-05-01,2021,5,NA,"Pertussis",8,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",8,0.156626377467808,NA,"Reporting-interval sum","",62,1,8,0.156626377467808,0.156626377467808
2021-06-01,2021,6,NA,"Pertussis",6,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",6,0.117469783100856,NA,"Reporting-interval sum","",62,1,6,0.117469783100856,0.117469783100856
2021-07-01,2021,7,NA,"Pertussis",5,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",5,0.0978914859173798,NA,"Reporting-interval sum","",62,1,5,0.0978914859173798,0.0978914859173798
2021-08-01,2021,8,NA,"Pertussis",10,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",10,0.19578297183476,NA,"Reporting-interval sum","",62,1,10,0.19578297183476,0.19578297183476
2021-09-01,2021,9,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",2,0.0391565943669519,NA,"Reporting-interval sum","",62,1,2,0.0391565943669519,0.0391565943669519
2021-10-01,2021,10,NA,"Pertussis",4,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",4,0.0783131887339038,NA,"Reporting-interval sum","",62,1,4,0.0783131887339038,0.0783131887339038
2021-11-01,2021,11,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",1,0.019578297183476,NA,"Reporting-interval sum","",62,1,1,0.019578297183476,0.019578297183476
2021-12-01,2021,12,NA,"Pertussis",0,"https://www.esr.cri.nz/digital-library/monthly-notifiable-disease-surveillance-reports-for-2021/","NZ","Interpolation",5107696.5,51.076965,"New Zealand",0,0,NA,"Reporting-interval sum","",62,1,0,0,0
2022-01-01,2022,1,NA,"Pertussis",0,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",0,0,NA,"Reporting-interval sum","",18,1,0,0,0
2022-02-01,2022,2,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",1,0.019486588793711,NA,"Reporting-interval sum","",18,1,1,0.019486588793711,0.019486588793711
2022-03-01,2022,3,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",2,0.0389731775874219,NA,"Reporting-interval sum","",18,1,2,0.0389731775874219,0.0389731775874219
2022-04-01,2022,4,NA,"Pertussis",0,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",0,0,NA,"Reporting-interval sum","",18,1,0,0,0
2022-05-01,2022,5,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",2,0.0389731775874219,NA,"Reporting-interval sum","",18,1,2,0.0389731775874219,0.0389731775874219
2022-06-01,2022,6,NA,"Pertussis",0,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",0,0,NA,"Reporting-interval sum","",18,1,0,0,0
2022-07-01,2022,7,NA,"Pertussis",4,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",4,0.0779463551748439,NA,"Reporting-interval sum","",18,1,4,0.0779463551748439,0.0779463551748439
2022-08-01,2022,8,NA,"Pertussis",3,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",3,0.0584597663811329,NA,"Reporting-interval sum","",18,1,3,0.0584597663811329,0.0584597663811329
2022-09-01,2022,9,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",1,0.019486588793711,NA,"Reporting-interval sum","",18,1,1,0.019486588793711,0.019486588793711
2022-10-01,2022,10,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",1,0.019486588793711,NA,"Reporting-interval sum","",18,1,1,0.019486588793711,0.019486588793711
2022-11-01,2022,11,NA,"Pertussis",3,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",3,0.0584597663811329,NA,"Reporting-interval sum","",18,1,3,0.0584597663811329,0.0584597663811329
2022-12-01,2022,12,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Interpolation",5131734.5,51.317345,"New Zealand",1,0.019486588793711,NA,"Reporting-interval sum","",18,1,1,0.019486588793711,0.019486588793711
2023-01-01,2023,1,NA,"Pertussis",1,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",1,0.0193317553465836,NA,"Reporting-interval sum","",141,1,1,0.0193317553465836,0.0193317553465836
2023-02-01,2023,2,NA,"Pertussis",5,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",5,0.0966587767329179,NA,"Reporting-interval sum","",141,1,5,0.0966587767329179,0.0966587767329179
2023-03-01,2023,3,NA,"Pertussis",9,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",9,0.173985798119252,NA,"Reporting-interval sum","",141,1,9,0.173985798119252,0.173985798119252
2023-04-01,2023,4,NA,"Pertussis",11,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",11,0.212649308812419,NA,"Reporting-interval sum","",141,1,11,0.212649308812419,0.212649308812419
2023-05-01,2023,5,NA,"Pertussis",5,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",5,0.0966587767329179,NA,"Reporting-interval sum","",141,1,5,0.0966587767329179,0.0966587767329179
2023-06-01,2023,6,NA,"Pertussis",2,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",2,0.0386635106931672,NA,"Reporting-interval sum","",141,1,2,0.0386635106931672,0.0386635106931672
2023-07-01,2023,7,NA,"Pertussis",5,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",5,0.0966587767329179,NA,"Reporting-interval sum","",141,1,5,0.0966587767329179,0.0966587767329179
2023-08-01,2023,8,NA,"Pertussis",34,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",34,0.657279681783842,NA,"Reporting-interval sum","",141,1,34,0.657279681783842,0.657279681783842
2023-09-01,2023,9,NA,"Pertussis",21,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",21,0.405966862278255,NA,"Reporting-interval sum","",141,1,21,0.405966862278255,0.405966862278255
2023-10-01,2023,10,NA,"Pertussis",9,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",9,0.173985798119252,NA,"Reporting-interval sum","",141,1,9,0.173985798119252,0.173985798119252
2023-11-01,2023,11,NA,"Pertussis",18,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",18,0.347971596238504,NA,"Reporting-interval sum","",141,1,18,0.347971596238504,0.347971596238504
2023-12-01,2023,12,NA,"Pertussis",21,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5172836,51.72836,"New Zealand",21,0.405966862278255,NA,"Reporting-interval sum","",141,1,21,0.405966862278255,0.405966862278255
2024-01-01,2024,1,NA,"Pertussis",14,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",14,0.268510747334455,NA,"Reporting-interval sum","",1756,1,14,0.268510747334455,0.268510747334455
2024-02-01,2024,2,NA,"Pertussis",19,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",19,0.364407442811047,NA,"Reporting-interval sum","",1756,1,19,0.364407442811047,0.364407442811047
2024-03-01,2024,3,NA,"Pertussis",16,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",16,0.306869425525092,NA,"Reporting-interval sum","",1756,1,16,0.306869425525092,0.306869425525092
2024-04-01,2024,4,NA,"Pertussis",22,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",22,0.421945460097001,NA,"Reporting-interval sum","",1756,1,22,0.421945460097001,0.421945460097001
2024-05-01,2024,5,NA,"Pertussis",72,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",72,1.38091241486291,NA,"Reporting-interval sum","",1756,1,72,1.38091241486291,1.38091241486291
2024-06-01,2024,6,NA,"Pertussis",82,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",82,1.5727058058161,NA,"Reporting-interval sum","",1756,1,82,1.5727058058161,1.5727058058161
2024-07-01,2024,7,NA,"Pertussis",72,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",72,1.38091241486291,NA,"Reporting-interval sum","",1756,1,72,1.38091241486291,1.38091241486291
2024-08-01,2024,8,NA,"Pertussis",75,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",75,1.43845043214887,NA,"Reporting-interval sum","",1756,1,75,1.43845043214887,1.43845043214887
2024-09-01,2024,9,NA,"Pertussis",189,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",189,3.62489508901515,NA,"Reporting-interval sum","",1756,1,189,3.62489508901515,3.62489508901515
2024-10-01,2024,10,NA,"Pertussis",192,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",192,3.6824331063011,NA,"Reporting-interval sum","",1756,1,192,3.6824331063011,3.6824331063011
2024-11-01,2024,11,NA,"Pertussis",421,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",421,8.07450175912898,NA,"Reporting-interval sum","",1756,1,421,8.07450175912898,8.07450175912898
2024-12-01,2024,12,NA,"Pertussis",582,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5213944,52.13944,"New Zealand",582,11.1623753534752,NA,"Reporting-interval sum","",1756,1,582,11.1623753534752,11.1623753534752
2025-01-01,2025,1,NA,"Pertussis",455,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",455,8.66353294303641,NA,"Reporting-interval sum","",2710,1,455,8.66353294303641,8.66353294303641
2025-02-01,2025,2,NA,"Pertussis",345,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",345,6.56905245131332,NA,"Reporting-interval sum","",2710,1,345,6.56905245131332,6.56905245131332
2025-03-01,2025,3,NA,"Pertussis",212,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",212,4.03663512950268,NA,"Reporting-interval sum","",2710,1,212,4.03663512950268,4.03663512950268
2025-04-01,2025,4,NA,"Pertussis",159,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",159,3.02747634712701,NA,"Reporting-interval sum","",2710,1,159,3.02747634712701,3.02747634712701
2025-05-01,2025,5,NA,"Pertussis",180,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",180,3.42733171372869,NA,"Reporting-interval sum","",2710,1,180,3.42733171372869,3.42733171372869
2025-06-01,2025,6,NA,"Pertussis",189,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",189,3.59869829941513,NA,"Reporting-interval sum","",2710,1,189,3.59869829941513,3.59869829941513
2025-07-01,2025,7,NA,"Pertussis",149,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",149,2.83706902969764,NA,"Reporting-interval sum","",2710,1,149,2.83706902969764,2.83706902969764
2025-08-01,2025,8,NA,"Pertussis",205,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",205,3.90335000730212,NA,"Reporting-interval sum","",2710,1,205,3.90335000730212,3.90335000730212
2025-09-01,2025,9,NA,"Pertussis",155,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",155,2.95131342015526,NA,"Reporting-interval sum","",2710,1,155,2.95131342015526,2.95131342015526
2025-10-01,2025,10,NA,"Pertussis",205,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",205,3.90335000730212,NA,"Reporting-interval sum","",2710,1,205,3.90335000730212,3.90335000730212
2025-11-01,2025,11,NA,"Pertussis",197,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",197,3.75102415335862,NA,"Reporting-interval sum","",2710,1,197,3.75102415335862,3.75102415335862
2025-12-01,2025,12,NA,"Pertussis",259,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5251899,52.51899,"New Zealand",259,4.93154952142073,NA,"Reporting-interval sum","",2710,1,259,4.93154952142073,4.93154952142073
2026-01-01,2026,1,NA,"Pertussis",253,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5287479,52.87479,"New Zealand",253,4.78488898017373,NA,"Reporting-interval sum","",637,1,253,4.78488898017373,4.78488898017373
2026-02-01,2026,2,NA,"Pertussis",158,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5287479,52.87479,"New Zealand",158,2.98819153702549,NA,"Reporting-interval sum","",637,1,158,2.98819153702549,2.98819153702549
2026-03-01,2026,3,NA,"Pertussis",117,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5287479,52.87479,"New Zealand",117,2.21277474577204,NA,"Reporting-interval sum","",637,1,117,2.21277474577204,2.21277474577204
2026-04-01,2026,4,NA,"Pertussis",109,"https://www.esr.cri.nz/digital-library/pertussis-dashboard/","NZ","Projection",5287479,52.87479,"New Zealand",109,2.06147390845429,NA,"Reporting-interval sum","",637,1,109,2.06147390845429,2.06147390845429
2015-01-01,2015,1,NA,"Pertussis",75,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",75,0.765346615532669,NA,"Reporting-interval sum","",604,1,75,0.765346615532669,0.765346615532669
2015-02-01,2015,2,NA,"Pertussis",66,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",66,0.673505021668748,NA,"Reporting-interval sum","",604,1,66,0.673505021668748,0.673505021668748
2015-03-01,2015,3,NA,"Pertussis",41,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",41,0.418389483157859,NA,"Reporting-interval sum","",604,1,41,0.418389483157859,0.418389483157859
2015-04-01,2015,4,NA,"Pertussis",50,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",50,0.510231077021779,NA,"Reporting-interval sum","",604,1,50,0.510231077021779,0.510231077021779
2015-05-01,2015,5,NA,"Pertussis",40,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",40,0.408184861617423,NA,"Reporting-interval sum","",604,1,40,0.408184861617423,0.408184861617423
2015-06-01,2015,6,NA,"Pertussis",31,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",31,0.316343267753503,NA,"Reporting-interval sum","",604,1,31,0.316343267753503,0.316343267753503
2015-07-01,2015,7,NA,"Pertussis",36,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",36,0.367366375455681,NA,"Reporting-interval sum","",604,1,36,0.367366375455681,0.367366375455681
2015-08-01,2015,8,NA,"Pertussis",64,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",64,0.653095778587877,NA,"Reporting-interval sum","",604,1,64,0.653095778587877,0.653095778587877
2015-09-01,2015,9,NA,"Pertussis",68,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",68,0.69391426474962,NA,"Reporting-interval sum","",604,1,68,0.69391426474962,0.69391426474962
2015-10-01,2015,10,NA,"Pertussis",54,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",54,0.551049563183521,NA,"Reporting-interval sum","",604,1,54,0.551049563183521,0.551049563183521
2015-11-01,2015,11,NA,"Pertussis",36,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",36,0.367366375455681,NA,"Reporting-interval sum","",604,1,36,0.367366375455681,0.367366375455681
2015-12-01,2015,12,NA,"Pertussis",43,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9799481.5,97.994815,"Sweden",43,0.43879872623873,NA,"Reporting-interval sum","",604,1,43,0.43879872623873,0.43879872623873
2016-01-01,2016,1,NA,"Pertussis",25,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9923280,99.2328,"Sweden",25,0.251932828661491,NA,"Reporting-interval sum","",679,1,25,0.251932828661491,0.251932828661491
2016-02-01,2016,2,NA,"Pertussis",34,"https://www.folkhalsomyndigheten.se/folkhalsorapportering-statistik/statistik-a-o/sjukdomsstatistik/kikhosta/?tab=tab-region&amp;year%5B%5D=2024&amp;rid%5B%5D=112229","SE","Interpolation",9923280,99.2328,"Sweden",34,0.342628646979628,NA,"Reporting-interval sum","",679,1,34,0.342628646979628,0.342628646979628
